id,course,slide,image_index,title,record_type,image_path,year_creation,period_creation,author,production_place,region,style,material,historical_background_zh,historical_background_en,historical_background_sources,study_description,raw_slide_text
industrial_reform-s036-i01,Week 4: Industrial Revolution & Design Reform,36,1,William Kilburn,artwork,assets/industrial_reform/s036_i01.jpeg,1788,18th century (c. 1788),Britain / Europe artist,Britain / Europe,Britain / Europe,Design Reform / Industrial Era,Watercolor,与工业化、大博览会，以及维多利亚时期关于设计质量、装饰与机械化生产的争论相关。 风格语境：Design Reform / Industrial Era。 地域语境：Britain / Europe。,"Connected to industrialization, the Great Exhibition, and Victorian debates about design quality, ornament, and mass manufacture. Style context: Design Reform / Industrial Era. Regional context: Britain / Europe.",,"材质：Watercolor。时期：18th century (c. 1788)。历史背景：与工业化、大博览会，以及维多利亚时期关于设计质量、装饰与机械化生产的争论相关。 风格语境：Design Reform / Industrial Era。 地域语境：Britain / Europe。
Material: Watercolor. Period: 18th century (c. 1788). Historical background: Connected to industrialization, the Great Exhibition, and Victorian debates about design quality, ornament, and mass manufacture. Style context: Design Reform / Industrial Era. Regional context: Britain / Europe.","William Kilburn (1745-1818), seaweed print, 1788 watercolor"
industrial_reform-s037-i01,Week 4: Industrial Revolution & Design Reform,37,1,William Kilburn,artwork,assets/industrial_reform/s037_i01.jpeg,1828,19th century (c. 1828),Paris artist,Paris,France,Design Reform / Industrial Era,Watercolor,与工业化、大博览会，以及维多利亚时期关于设计质量、装饰与机械化生产的争论相关。 风格语境：Design Reform / Industrial Era。 地域语境：France。,"Connected to industrialization, the Great Exhibition, and Victorian debates about design quality, ornament, and mass manufacture. Style context: Design Reform / Industrial Era. Regional context: France.",,"材质：Watercolor。时期：19th century (c. 1828)。历史背景：与工业化、大博览会，以及维多利亚时期关于设计质量、装饰与机械化生产的争论相关。 风格语境：Design Reform / Industrial Era。 地域语境：France。
Material: Watercolor. Period: 19th century (c. 1828). Historical background: Connected to industrialization, the Great Exhibition, and Victorian debates about design quality, ornament, and mass manufacture. Style context: Design Reform / Industrial Era. Regional context: France.","William Kilburn (1745-1818), seaweed print used for fabric, watercolor In the Encyclopedia of Gardening published in 1828, the author draws a comparison between the skill in raising delicate flower and producing the complex designs for muslins, ‘…their attention to raising flowers contributed to improve their genius for invention in elegant fancy muslins’…"
industrial_reform-s037-i02,Week 4: Industrial Revolution & Design Reform,37,2,William Kilburn,artwork,assets/industrial_reform/s037_i02.jpeg,1828,19th century (c. 1828),Paris artist,Paris,France,Design Reform / Industrial Era,Watercolor,与工业化、大博览会，以及维多利亚时期关于设计质量、装饰与机械化生产的争论相关。 风格语境：Design Reform / Industrial Era。 地域语境：France。,"Connected to industrialization, the Great Exhibition, and Victorian debates about design quality, ornament, and mass manufacture. Style context: Design Reform / Industrial Era. Regional context: France.",,"材质：Watercolor。时期：19th century (c. 1828)。历史背景：与工业化、大博览会，以及维多利亚时期关于设计质量、装饰与机械化生产的争论相关。 风格语境：Design Reform / Industrial Era。 地域语境：France。
Material: Watercolor. Period: 19th century (c. 1828). Historical background: Connected to industrialization, the Great Exhibition, and Victorian debates about design quality, ornament, and mass manufacture. Style context: Design Reform / Industrial Era. Regional context: France.","William Kilburn (1745-1818), seaweed print used for fabric, watercolor In the Encyclopedia of Gardening published in 1828, the author draws a comparison between the skill in raising delicate flower and producing the complex designs for muslins, ‘…their attention to raising flowers contributed to improve their genius for invention in elegant fancy muslins’…"
industrial_reform-s037-i03,Week 4: Industrial Revolution & Design Reform,37,3,William Kilburn,artwork,assets/industrial_reform/s036_i01.jpeg,1828,19th century (c. 1828),Paris artist,Paris,France,Design Reform / Industrial Era,Watercolor,与工业化、大博览会，以及维多利亚时期关于设计质量、装饰与机械化生产的争论相关。 风格语境：Design Reform / Industrial Era。 地域语境：France。,"Connected to industrialization, the Great Exhibition, and Victorian debates about design quality, ornament, and mass manufacture. Style context: Design Reform / Industrial Era. Regional context: France.",,"材质：Watercolor。时期：19th century (c. 1828)。历史背景：与工业化、大博览会，以及维多利亚时期关于设计质量、装饰与机械化生产的争论相关。 风格语境：Design Reform / Industrial Era。 地域语境：France。
Material: Watercolor. Period: 19th century (c. 1828). Historical background: Connected to industrialization, the Great Exhibition, and Victorian debates about design quality, ornament, and mass manufacture. Style context: Design Reform / Industrial Era. Regional context: France.","William Kilburn (1745-1818), seaweed print used for fabric, watercolor In the Encyclopedia of Gardening published in 1828, the author draws a comparison between the skill in raising delicate flower and producing the complex designs for muslins, ‘…their attention to raising flowers contributed to improve their genius for invention in elegant fancy muslins’…"
industrial_reform-s038-i01,Week 4: Industrial Revolution & Design Reform,38,1,Linoleum design possibly by Christopher Dresser Not required,reference,assets/industrial_reform/s038_i01.jpeg,1878-1882,Late 19th century,Attributed to Christopher Dresser,Britain / Europe,Britain / Europe,Design Reform / Aesthetic Movement,Not stated in source slide.,该条目与19世纪后期压花墙面材料与可复制室内装饰工业有关，常被置于德雷瑟及设计改革语境下讨论。,"This entry relates to late nineteenth-century embossed wall-covering technologies and reproducible interior ornament, frequently discussed within Dresser's broader design-reform context.",https://www.metmuseum.org/art/collection/search/823191 | https://www.metmuseum.org/art/collection/search/692623 | https://www.metmuseum.org/art/collection/search/641770,"材质：Not stated in source slide.。时期：Late 19th century。历史背景：该条目与19世纪后期压花墙面材料与可复制室内装饰工业有关，常被置于德雷瑟及设计改革语境下讨论。
Material: Not stated in source slide.. Period: Late 19th century. Historical background: This entry relates to late nineteenth-century embossed wall-covering technologies and reproducible interior ornament, frequently discussed within Dresser's broader design-reform context.",Linoleum design possibly by Christopher Dresser Not required
industrial_reform-s039-i01,Week 4: Industrial Revolution & Design Reform,39,1,"“It is not that men are ill fed, but that they have no pleasure in the work by which they make their bread and therefore",reference,assets/industrial_reform/s039_i01.jpeg,N/A (reference),N/A (reference),Britain / Europe artist,Britain / Europe,Britain / Europe,Design Reform,Not stated in source slide.,关联工艺美术运动对工业化的批判，强调手工技艺、材料诚实性与具有社会意义的设计，以回应工厂化标准生产。 风格语境：Design Reform。 地域语境：Britain / Europe。,"Associated with Arts and Crafts critiques of industrialization, privileging skilled handwork, material honesty, and socially meaningful design in response to factory standardization. Style context: Design Reform. Regional context: Britain / Europe.",https://www.vam.ac.uk/articles/arts-and-crafts-an-introduction,"材质：Not stated in source slide.。时期：N/A (reference)。历史背景：关联工艺美术运动对工业化的批判，强调手工技艺、材料诚实性与具有社会意义的设计，以回应工厂化标准生产。 风格语境：Design Reform。 地域语境：Britain / Europe。
Material: Not stated in source slide.. Period: N/A (reference). Historical background: Associated with Arts and Crafts critiques of industrialization, privileging skilled handwork, material honesty, and socially meaningful design in response to factory standardization. Style context: Design Reform. Regional context: Britain / Europe.","“It is not that men are ill fed, but that they have no pleasure in the work by which they make their bread and therefore look to wealth as the only means of pleasure. It is not that men are pained by the scorn of the upper classes, but they cannot endure their own, for they feel that the kind of labour to which they are condemned is verily a degrading one, and makes them less than men.” John Ruskin"
industrial_reform-s042-i01,Week 4: Industrial Revolution & Design Reform,42,1,"William Morris, Brother Rabbit",artwork,assets/industrial_reform/s042_i01.png,1874,19th century (c. 1874),William Morris,Britain,Britain,Design Reform,"Wood, Paper",关联工艺美术运动对工业化的批判，强调手工技艺、材料诚实性与具有社会意义的设计，以回应工厂化标准生产。 风格语境：Design Reform。 地域语境：Britain。,"Associated with Arts and Crafts critiques of industrialization, privileging skilled handwork, material honesty, and socially meaningful design in response to factory standardization. Style context: Design Reform. Regional context: Britain.",https://www.vam.ac.uk/articles/arts-and-crafts-an-introduction,"材质：Wood, Paper。时期：19th century (c. 1874)。历史背景：关联工艺美术运动对工业化的批判，强调手工技艺、材料诚实性与具有社会意义的设计，以回应工厂化标准生产。 风格语境：Design Reform。 地域语境：Britain。
Material: Wood, Paper. Period: 19th century (c. 1874). Historical background: Associated with Arts and Crafts critiques of industrialization, privileging skilled handwork, material honesty, and socially meaningful design in response to factory standardization. Style context: Design Reform. Regional context: Britain.","William Morris, Brother Rabbit , 1880-1. Indigo discharged and block printed cotton; later available as a wallpaper produced by Morris and Co. Merton Abbey, England. William Morris, Acanthus , 1874. Printed distemper from wood blocks on paper."
industrial_reform-s042-i02,Week 4: Industrial Revolution & Design Reform,42,2,"William Morris, Brother Rabbit",artwork,assets/industrial_reform/s042_i02.png,1874,19th century (c. 1874),William Morris,Britain,Britain,Design Reform,"Wood, Paper",关联工艺美术运动对工业化的批判，强调手工技艺、材料诚实性与具有社会意义的设计，以回应工厂化标准生产。 风格语境：Design Reform。 地域语境：Britain。,"Associated with Arts and Crafts critiques of industrialization, privileging skilled handwork, material honesty, and socially meaningful design in response to factory standardization. Style context: Design Reform. Regional context: Britain.",https://www.vam.ac.uk/articles/arts-and-crafts-an-introduction,"材质：Wood, Paper。时期：19th century (c. 1874)。历史背景：关联工艺美术运动对工业化的批判，强调手工技艺、材料诚实性与具有社会意义的设计，以回应工厂化标准生产。 风格语境：Design Reform。 地域语境：Britain。
Material: Wood, Paper. Period: 19th century (c. 1874). Historical background: Associated with Arts and Crafts critiques of industrialization, privileging skilled handwork, material honesty, and socially meaningful design in response to factory standardization. Style context: Design Reform. Regional context: Britain.","William Morris, Brother Rabbit , 1880-1. Indigo discharged and block printed cotton; later available as a wallpaper produced by Morris and Co. Merton Abbey, England. William Morris, Acanthus , 1874. Printed distemper from wood blocks on paper."
industrial_reform-s043-i01,Week 4: Industrial Revolution & Design Reform,43,1,//www.youtube.com/watch?v=quhnejd-h14,reference,assets/industrial_reform/s043_i01.jpeg,N/A (reference),N/A (reference),Britain / Europe artist,Britain / Europe,Britain / Europe,Design Reform / Industrial Era,Paper,与工业化、大博览会，以及维多利亚时期关于设计质量、装饰与机械化生产的争论相关。 风格语境：Design Reform / Industrial Era。 地域语境：Britain / Europe。,"Connected to industrialization, the Great Exhibition, and Victorian debates about design quality, ornament, and mass manufacture. Style context: Design Reform / Industrial Era. Regional context: Britain / Europe.",,"材质：Paper。时期：N/A (reference)。历史背景：与工业化、大博览会，以及维多利亚时期关于设计质量、装饰与机械化生产的争论相关。 风格语境：Design Reform / Industrial Era。 地域语境：Britain / Europe。
Material: Paper. Period: N/A (reference). Historical background: Connected to industrialization, the Great Exhibition, and Victorian debates about design quality, ornament, and mass manufacture. Style context: Design Reform / Industrial Era. Regional context: Britain / Europe.","Making Morris Wallpaper, a V&A video https://www.youtube.com/watch?v=quhnejd-h14"
industrial_reform-s044-i01,Week 4: Industrial Revolution & Design Reform,44,1,"Philip Webb and D.G. Rosetti for William Morris and Co., Sussex side chair",artwork,assets/industrial_reform/s044_i01.png,1865,19th century (c. 1865),Britain / Europe artist,Britain / Europe,Britain / Europe,Design Reform,"Wood, Paint",关联工艺美术运动对工业化的批判，强调手工技艺、材料诚实性与具有社会意义的设计，以回应工厂化标准生产。 风格语境：Design Reform。 地域语境：Britain / Europe。,"Associated with Arts and Crafts critiques of industrialization, privileging skilled handwork, material honesty, and socially meaningful design in response to factory standardization. Style context: Design Reform. Regional context: Britain / Europe.",https://www.vam.ac.uk/articles/arts-and-crafts-an-introduction,"材质：Wood, Paint。时期：19th century (c. 1865)。历史背景：关联工艺美术运动对工业化的批判，强调手工技艺、材料诚实性与具有社会意义的设计，以回应工厂化标准生产。 风格语境：Design Reform。 地域语境：Britain / Europe。
Material: Wood, Paint. Period: 19th century (c. 1865). Historical background: Associated with Arts and Crafts critiques of industrialization, privileging skilled handwork, material honesty, and socially meaningful design in response to factory standardization. Style context: Design Reform. Regional context: Britain / Europe.","Philip Webb and D.G. Rosetti for William Morris and Co., Sussex side chair, 1865. Black-painted bent wood and wicker. Advertisement for Sussex series."
industrial_reform-s044-i02,Week 4: Industrial Revolution & Design Reform,44,2,"Philip Webb and D.G. Rosetti for William Morris and Co., Sussex side chair",artwork,assets/industrial_reform/s044_i02.jpeg,1865,19th century (c. 1865),Britain / Europe artist,Britain / Europe,Britain / Europe,Design Reform,"Wood, Paint",关联工艺美术运动对工业化的批判，强调手工技艺、材料诚实性与具有社会意义的设计，以回应工厂化标准生产。 风格语境：Design Reform。 地域语境：Britain / Europe。,"Associated with Arts and Crafts critiques of industrialization, privileging skilled handwork, material honesty, and socially meaningful design in response to factory standardization. Style context: Design Reform. Regional context: Britain / Europe.",https://www.vam.ac.uk/articles/arts-and-crafts-an-introduction,"材质：Wood, Paint。时期：19th century (c. 1865)。历史背景：关联工艺美术运动对工业化的批判，强调手工技艺、材料诚实性与具有社会意义的设计，以回应工厂化标准生产。 风格语境：Design Reform。 地域语境：Britain / Europe。
Material: Wood, Paint. Period: 19th century (c. 1865). Historical background: Associated with Arts and Crafts critiques of industrialization, privileging skilled handwork, material honesty, and socially meaningful design in response to factory standardization. Style context: Design Reform. Regional context: Britain / Europe.","Philip Webb and D.G. Rosetti for William Morris and Co., Sussex side chair, 1865. Black-painted bent wood and wicker. Advertisement for Sussex series."
industrial_reform-s046-i01,Week 4: Industrial Revolution & Design Reform,46,1,"C.R. Ashbee, Decanter",artwork,assets/industrial_reform/s046_i01.jpeg,1904,20th century (c. 1904),Britain / Europe artist,Britain / Europe,Britain / Europe,Design Reform / Industrial Era,Not stated in source slide.,与工业化、大博览会，以及维多利亚时期关于设计质量、装饰与机械化生产的争论相关。 风格语境：Design Reform / Industrial Era。 地域语境：Britain / Europe。,"Connected to industrialization, the Great Exhibition, and Victorian debates about design quality, ornament, and mass manufacture. Style context: Design Reform / Industrial Era. Regional context: Britain / Europe.",,"材质：Not stated in source slide.。时期：20th century (c. 1904)。历史背景：与工业化、大博览会，以及维多利亚时期关于设计质量、装饰与机械化生产的争论相关。 风格语境：Design Reform / Industrial Era。 地域语境：Britain / Europe。
Material: Not stated in source slide.. Period: 20th century (c. 1904). Historical background: Connected to industrialization, the Great Exhibition, and Victorian debates about design quality, ornament, and mass manufacture. Style context: Design Reform / Industrial Era. Regional context: Britain / Europe.","I L: C.R. Ashbee, Decanter, 1904. Glass with silver mounts and chrysophase set in the finial. R: C.R. Ashbee, Necklace, 1901. Silver and gold set with blister pearls, diamond sparks, and a garnet for the eye."
industrial_reform-s046-i02,Week 4: Industrial Revolution & Design Reform,46,2,"C.R. Ashbee, Decanter",artwork,assets/industrial_reform/s046_i02.jpeg,1904,20th century (c. 1904),Britain / Europe artist,Britain / Europe,Britain / Europe,Design Reform / Industrial Era,Not stated in source slide.,与工业化、大博览会，以及维多利亚时期关于设计质量、装饰与机械化生产的争论相关。 风格语境：Design Reform / Industrial Era。 地域语境：Britain / Europe。,"Connected to industrialization, the Great Exhibition, and Victorian debates about design quality, ornament, and mass manufacture. Style context: Design Reform / Industrial Era. Regional context: Britain / Europe.",,"材质：Not stated in source slide.。时期：20th century (c. 1904)。历史背景：与工业化、大博览会，以及维多利亚时期关于设计质量、装饰与机械化生产的争论相关。 风格语境：Design Reform / Industrial Era。 地域语境：Britain / Europe。
Material: Not stated in source slide.. Period: 20th century (c. 1904). Historical background: Connected to industrialization, the Great Exhibition, and Victorian debates about design quality, ornament, and mass manufacture. Style context: Design Reform / Industrial Era. Regional context: Britain / Europe.","I L: C.R. Ashbee, Decanter, 1904. Glass with silver mounts and chrysophase set in the finial. R: C.R. Ashbee, Necklace, 1901. Silver and gold set with blister pearls, diamond sparks, and a garnet for the eye."
industrial_reform-s047-i01,Week 4: Industrial Revolution & Design Reform,47,1,"Fourdinois Sideboard – info is on earlier slide E.W. Godwin, Sideboard",artwork,assets/industrial_reform/s047_i01.jpeg,1867,19th century (c. 1867),Alexandre-Georges Fourdinois,Britain / Europe,Britain / Europe,High Victorian Historicism / Exhibition Furniture,"Mahogany, Leather, Paper",该侧柜与1851年伦敦大博览会语境相关，体现法国高端木作与国际博览会中“工业与工艺”展示机制的结合。,This sideboard is tied to the 1851 Great Exhibition in London and reflects how elite French cabinetmaking was positioned within international exhibition systems that staged industry alongside craft prestige.,https://albert.rct.uk/collections/photographs-collection/exhibitions-and-records-of-works-of-art/the-great-exhibition-1851-sideboard-of-carved-walnut-by-fourdinois,"材质：Mahogany, Leather, Paper。时期：19th century (c. 1867)。历史背景：该侧柜与1851年伦敦大博览会语境相关，体现法国高端木作与国际博览会中“工业与工艺”展示机制的结合。
Material: Mahogany, Leather, Paper. Period: 19th century (c. 1867). Historical background: This sideboard is tied to the 1851 Great Exhibition in London and reflects how elite French cabinetmaking was positioned within international exhibition systems that staged industry alongside craft prestige.","Fourdinois Sideboard – info is on earlier slide E.W. Godwin, Sideboard, c. 1867. Made by William Watt. Ebonized mahogany, silver-plated fittings, embossed Japanese leather paper inserts."
industrial_reform-s047-i02,Week 4: Industrial Revolution & Design Reform,47,2,"Fourdinois Sideboard – info is on earlier slide E.W. Godwin, Sideboard",artwork,assets/industrial_reform/s025_i01.jpeg,1867,19th century (c. 1867),Alexandre-Georges Fourdinois,Britain / Europe,Britain / Europe,High Victorian Historicism / Exhibition Furniture,"Mahogany, Leather, Paper",该侧柜与1851年伦敦大博览会语境相关，体现法国高端木作与国际博览会中“工业与工艺”展示机制的结合。,This sideboard is tied to the 1851 Great Exhibition in London and reflects how elite French cabinetmaking was positioned within international exhibition systems that staged industry alongside craft prestige.,https://albert.rct.uk/collections/photographs-collection/exhibitions-and-records-of-works-of-art/the-great-exhibition-1851-sideboard-of-carved-walnut-by-fourdinois,"材质：Mahogany, Leather, Paper。时期：19th century (c. 1867)。历史背景：该侧柜与1851年伦敦大博览会语境相关，体现法国高端木作与国际博览会中“工业与工艺”展示机制的结合。
Material: Mahogany, Leather, Paper. Period: 19th century (c. 1867). Historical background: This sideboard is tied to the 1851 Great Exhibition in London and reflects how elite French cabinetmaking was positioned within international exhibition systems that staged industry alongside craft prestige.","Fourdinois Sideboard – info is on earlier slide E.W. Godwin, Sideboard, c. 1867. Made by William Watt. Ebonized mahogany, silver-plated fittings, embossed Japanese leather paper inserts."
industrial_reform-s048-i01,Week 4: Industrial Revolution & Design Reform,48,1,E.W. Godwin,reference,assets/industrial_reform/s048_i01.jpeg,N/A (reference),N/A (reference),Britain / Europe artist,Britain / Europe,Britain / Europe,Design Reform / Industrial Era,Not stated in source slide.,与工业化、大博览会，以及维多利亚时期关于设计质量、装饰与机械化生产的争论相关。 风格语境：Design Reform / Industrial Era。 地域语境：Britain / Europe。,"Connected to industrialization, the Great Exhibition, and Victorian debates about design quality, ornament, and mass manufacture. Style context: Design Reform / Industrial Era. Regional context: Britain / Europe.",,"材质：Not stated in source slide.。时期：N/A (reference)。历史背景：与工业化、大博览会，以及维多利亚时期关于设计质量、装饰与机械化生产的争论相关。 风格语境：Design Reform / Industrial Era。 地域语境：Britain / Europe。
Material: Not stated in source slide.. Period: N/A (reference). Historical background: Connected to industrialization, the Great Exhibition, and Victorian debates about design quality, ornament, and mass manufacture. Style context: Design Reform / Industrial Era. Regional context: Britain / Europe.",E.W. Godwin (1833-1886) Architect & Designer Not required REQUIRED GODWIN IN COSTUME
industrial_reform-s048-i02,Week 4: Industrial Revolution & Design Reform,48,2,E.W. Godwin,reference,assets/industrial_reform/s048_i02.png,N/A (reference),N/A (reference),Britain / Europe artist,Britain / Europe,Britain / Europe,Design Reform / Industrial Era,Not stated in source slide.,与工业化、大博览会，以及维多利亚时期关于设计质量、装饰与机械化生产的争论相关。 风格语境：Design Reform / Industrial Era。 地域语境：Britain / Europe。,"Connected to industrialization, the Great Exhibition, and Victorian debates about design quality, ornament, and mass manufacture. Style context: Design Reform / Industrial Era. Regional context: Britain / Europe.",,"材质：Not stated in source slide.。时期：N/A (reference)。历史背景：与工业化、大博览会，以及维多利亚时期关于设计质量、装饰与机械化生产的争论相关。 风格语境：Design Reform / Industrial Era。 地域语境：Britain / Europe。
Material: Not stated in source slide.. Period: N/A (reference). Historical background: Connected to industrialization, the Great Exhibition, and Victorian debates about design quality, ornament, and mass manufacture. Style context: Design Reform / Industrial Era. Regional context: Britain / Europe.",E.W. Godwin (1833-1886) Architect & Designer Not required REQUIRED GODWIN IN COSTUME
industrial_reform-s049-i01,Week 4: Industrial Revolution & Design Reform,49,1,Cleanliness should be the first consideration,reference,assets/industrial_reform/s049_i01.png,N/A (reference),N/A (reference),Britain / Europe artist,Britain / Europe,Britain / Europe,Design Reform / Industrial Era,Not stated in source slide.,与工业化、大博览会，以及维多利亚时期关于设计质量、装饰与机械化生产的争论相关。 风格语境：Design Reform / Industrial Era。 地域语境：Britain / Europe。,"Connected to industrialization, the Great Exhibition, and Victorian debates about design quality, ornament, and mass manufacture. Style context: Design Reform / Industrial Era. Regional context: Britain / Europe.",,"材质：Not stated in source slide.。时期：N/A (reference)。历史背景：与工业化、大博览会，以及维多利亚时期关于设计质量、装饰与机械化生产的争论相关。 风格语境：Design Reform / Industrial Era。 地域语境：Britain / Europe。
Material: Not stated in source slide.. Period: N/A (reference). Historical background: Connected to industrialization, the Great Exhibition, and Victorian debates about design quality, ornament, and mass manufacture. Style context: Design Reform / Industrial Era. Regional context: Britain / Europe.",Cleanliness should be the first consideration
industrial_reform-s049-i02,Week 4: Industrial Revolution & Design Reform,49,2,Cleanliness should be the first consideration,reference,assets/industrial_reform/s049_i02.jpeg,N/A (reference),N/A (reference),Britain / Europe artist,Britain / Europe,Britain / Europe,Design Reform / Industrial Era,Not stated in source slide.,与工业化、大博览会，以及维多利亚时期关于设计质量、装饰与机械化生产的争论相关。 风格语境：Design Reform / Industrial Era。 地域语境：Britain / Europe。,"Connected to industrialization, the Great Exhibition, and Victorian debates about design quality, ornament, and mass manufacture. Style context: Design Reform / Industrial Era. Regional context: Britain / Europe.",,"材质：Not stated in source slide.。时期：N/A (reference)。历史背景：与工业化、大博览会，以及维多利亚时期关于设计质量、装饰与机械化生产的争论相关。 风格语境：Design Reform / Industrial Era。 地域语境：Britain / Europe。
Material: Not stated in source slide.. Period: N/A (reference). Historical background: Connected to industrialization, the Great Exhibition, and Victorian debates about design quality, ornament, and mass manufacture. Style context: Design Reform / Industrial Era. Regional context: Britain / Europe.",Cleanliness should be the first consideration
industrial_reform-s050-i01,Week 4: Industrial Revolution & Design Reform,50,1,"Essays on Beds and Tables, Stools and Candlesticks",artwork,assets/industrial_reform/s050_i01.jpeg,1878,19th century (c. 1878),Britain / Europe artist,Britain / Europe,Britain / Europe,Design Reform / Industrial Era,Not stated in source slide.,与工业化、大博览会，以及维多利亚时期关于设计质量、装饰与机械化生产的争论相关。 风格语境：Design Reform / Industrial Era。 地域语境：Britain / Europe。,"Connected to industrialization, the Great Exhibition, and Victorian debates about design quality, ornament, and mass manufacture. Style context: Design Reform / Industrial Era. Regional context: Britain / Europe.",,"材质：Not stated in source slide.。时期：19th century (c. 1878)。历史背景：与工业化、大博览会，以及维多利亚时期关于设计质量、装饰与机械化生产的争论相关。 风格语境：Design Reform / Industrial Era。 地域语境：Britain / Europe。
Material: Not stated in source slide.. Period: 19th century (c. 1878). Historical background: Connected to industrialization, the Great Exhibition, and Victorian debates about design quality, ornament, and mass manufacture. Style context: Design Reform / Industrial Era. Regional context: Britain / Europe.","Walter Crane, Frontispiece to Clarence Cook The House Beautiful: Essays on Beds and Tables, Stools and Candlesticks 1878 Sheet Music, 1881 The Aesthetic Movement"
industrial_reform-s050-i02,Week 4: Industrial Revolution & Design Reform,50,2,"Essays on Beds and Tables, Stools and Candlesticks",artwork,assets/industrial_reform/s050_i02.jpeg,1878,19th century (c. 1878),Britain / Europe artist,Britain / Europe,Britain / Europe,Design Reform / Industrial Era,Not stated in source slide.,与工业化、大博览会，以及维多利亚时期关于设计质量、装饰与机械化生产的争论相关。 风格语境：Design Reform / Industrial Era。 地域语境：Britain / Europe。,"Connected to industrialization, the Great Exhibition, and Victorian debates about design quality, ornament, and mass manufacture. Style context: Design Reform / Industrial Era. Regional context: Britain / Europe.",,"材质：Not stated in source slide.。时期：19th century (c. 1878)。历史背景：与工业化、大博览会，以及维多利亚时期关于设计质量、装饰与机械化生产的争论相关。 风格语境：Design Reform / Industrial Era。 地域语境：Britain / Europe。
Material: Not stated in source slide.. Period: 19th century (c. 1878). Historical background: Connected to industrialization, the Great Exhibition, and Victorian debates about design quality, ornament, and mass manufacture. Style context: Design Reform / Industrial Era. Regional context: Britain / Europe.","Walter Crane, Frontispiece to Clarence Cook The House Beautiful: Essays on Beds and Tables, Stools and Candlesticks 1878 Sheet Music, 1881 The Aesthetic Movement"
industrial_reform-s053-i01,Week 4: Industrial Revolution & Design Reform,53,1,"The Peacock Room in the London home of Frederick R. Leyland originally designed by Thomas Jeckyll,and Redone by James Mc",artwork,assets/industrial_reform/s053_i01.jpeg,1876-1877,Late 19th century,James McNeill Whistler / Thomas Jeckyll,London,Africa / Britain,Aesthetic Movement / Anglo-Japanese,Not stated in source slide.,孔雀屋由托马斯·杰基尔最初设计，后由惠斯勒在1876-1877年重绘为“蓝金和谐”，体现审美主义、赞助关系与东方主义展示政治的交织。,"The Peacock Room began as Thomas Jeckyll's design and was transformed by Whistler in 1876-1877 into a 'harmony in blue and gold,' exemplifying Aesthetic movement ideals, patronage tensions, and orientalizing display culture.",https://asia.si.edu/interactives/symbols/peacock/harmony-in-blue-and-gold-the-peacock-room/index.html,"材质：Not stated in source slide.。时期：Late 19th century。历史背景：孔雀屋由托马斯·杰基尔最初设计，后由惠斯勒在1876-1877年重绘为“蓝金和谐”，体现审美主义、赞助关系与东方主义展示政治的交织。
Material: Not stated in source slide.. Period: Late 19th century. Historical background: The Peacock Room began as Thomas Jeckyll's design and was transformed by Whistler in 1876-1877 into a 'harmony in blue and gold,' exemplifying Aesthetic movement ideals, patronage tensions, and orientalizing display culture.","The Peacock Room in the London home of Frederick R. Leyland originally designed by Thomas Jeckyll,and Redone by James McNeil Whistler"
industrial_reform-s054-i01,Week 4: Industrial Revolution & Design Reform,54,1,James McNeill Whistler,artwork,assets/industrial_reform/s054_i01.png,1834-1903,19th century (c. 1834-1903),James McNeill Whistler / Thomas Jeckyll,Britain / Europe,Britain / Europe,Aesthetic Movement / Anglo-Japanese,Porcelain,孔雀屋由托马斯·杰基尔最初设计，后由惠斯勒在1876-1877年重绘为“蓝金和谐”，体现审美主义、赞助关系与东方主义展示政治的交织。,"The Peacock Room began as Thomas Jeckyll's design and was transformed by Whistler in 1876-1877 into a 'harmony in blue and gold,' exemplifying Aesthetic movement ideals, patronage tensions, and orientalizing display culture.",https://asia.si.edu/interactives/symbols/peacock/harmony-in-blue-and-gold-the-peacock-room/index.html,"材质：Porcelain。时期：19th century (c. 1834-1903)。历史背景：孔雀屋由托马斯·杰基尔最初设计，后由惠斯勒在1876-1877年重绘为“蓝金和谐”，体现审美主义、赞助关系与东方主义展示政治的交织。
Material: Porcelain. Period: 19th century (c. 1834-1903). Historical background: The Peacock Room began as Thomas Jeckyll's design and was transformed by Whistler in 1876-1877 into a 'harmony in blue and gold,' exemplifying Aesthetic movement ideals, patronage tensions, and orientalizing display culture.",James McNeill Whistler (1834-1903) The Princess from the Land of Porcelain
