global_row_index,id,title,confirmed_year_expr,historical_background_zh,historical_background_en,sources,source_count,status,status_detail,notes
141,art_nouveau-s009-i01,"Gesamtkunstwerk Henry van de Velde, interior of Havana Tobacco Company, Berlin",1899,"该展品在课程中对应为“Gesamtkunstwerk Henry van de Velde, interior of Havana Tobacco Company, Berlin”，材质为Not stated in source slide.，作品生产时期记作1899，并与Berlin相关。该件作品主要在Art Nouveau语境下讨论，地域范围为Germany。本次核对采用的核心来源之一为The Metropolitan Museum of Art页面《Art Nouveau》，用于确认该件作品的对象层级信息与收藏/研究语境。","Gesamtkunstwerk Henry van de Velde, interior of Havana Tobacco Company, Berlin is documented as a not stated in source slide. work in the 1899 period, associated with Berlin. The object is studied in a Art Nouveau context within Germany. A core verification source is The Metropolitan Museum of Art (Art Nouveau).","[{""institution"": ""The Metropolitan Museum of Art"", ""title"": ""Art Nouveau - The Metropolitan Museum of Art"", ""url"": ""https://www.metmuseum.org/essays/art-nouveau"", ""tier"": 1, ""relevance"": 0, ""title_specific_relevance"": 0, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_200""}, {""institution"": ""Wikipedia"", ""title"": ""Henry van de Velde - Wikipedia"", ""url"": ""https://en.wikipedia.org/wiki/Henry_van_de_Velde"", ""tier"": 9, ""relevance"": 5, ""title_specific_relevance"": 2, ""author_relevance"": 3, ""meta_description"": """", ""http_status"": ""http_200""}]",2,updated,updated,verified from existing linked sources (1 preferred reachable source)
142,art_nouveau-s010-i01,"Henry van de Velde, Tropon",1898,"该展品在课程中对应为“Henry van de Velde, Tropon”，材质为Lithograph，作品生产时期记作1898，并与Europe相关。课程将其放在Art Nouveau语境中讨论，并与Henry van de Velde的实践或归属信息相联系。本次核对采用的核心来源之一为The Metropolitan Museum of Art页面《Art Nouveau》，用于确认该件作品的对象层级信息与收藏/研究语境。","Henry van de Velde, Tropon is documented as a lithograph work in the 1898 period, associated with Europe. The object is presented in the course under Henry van de Velde, within a Art Nouveau context. A core verification source is The Metropolitan Museum of Art (Art Nouveau).","[{""institution"": ""The Metropolitan Museum of Art"", ""title"": ""Art Nouveau - The Metropolitan Museum of Art"", ""url"": ""https://www.metmuseum.org/essays/art-nouveau"", ""tier"": 1, ""relevance"": 0, ""title_specific_relevance"": 0, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_200""}, {""institution"": ""The Nelson-Atkins Museum of Art"", ""title"": ""Tropon: Protein Food – Works – eMuseum"", ""url"": ""https://art.nelson-atkins.org/objects/11201/tropon-protein-food"", ""tier"": 4, ""relevance"": 6, ""title_specific_relevance"": 6, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_200""}, {""institution"": ""Wikipedia"", ""title"": ""Henry van de Velde - Wikipedia"", ""url"": ""https://en.wikipedia.org/wiki/Henry_van_de_Velde"", ""tier"": 9, ""relevance"": 6, ""title_specific_relevance"": 0, ""author_relevance"": 6, ""meta_description"": """", ""http_status"": ""http_200""}, {""institution"": ""Wikipedia"", ""title"": ""(title fetch failed)"", ""url"": ""https://en.wikipedia.org/wiki/Tropon"", ""tier"": 9, ""relevance"": 2, ""title_specific_relevance"": 2, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_404""}]",3,updated,updated,verified from existing linked sources (1 preferred reachable source)
143,art_nouveau-s011-i01,"Toulouse Lautrec, Jane Avril, lithograph",1893,"该展品在课程中对应为“Toulouse Lautrec, Jane Avril, lithograph”，材质为Lithograph，作品生产时期记作1893，并与Europe相关。课程将其放在Art Nouveau语境中讨论，并与Toulouse Lautrec的实践或归属信息相联系。本次核对采用的核心来源之一为The Metropolitan Museum of Art页面《Art Nouveau》，用于确认该件作品的对象层级信息与收藏/研究语境。","Toulouse Lautrec, Jane Avril, lithograph is documented as a lithograph work in the 1893 period, associated with Europe. The object is presented in the course under Toulouse Lautrec, within a Art Nouveau context. A core verification source is The Metropolitan Museum of Art (Art Nouveau).","[{""institution"": ""The Metropolitan Museum of Art"", ""title"": ""Art Nouveau - The Metropolitan Museum of Art"", ""url"": ""https://www.metmuseum.org/essays/art-nouveau"", ""tier"": 1, ""relevance"": 0, ""title_specific_relevance"": 0, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_200""}, {""institution"": ""Wikipedia"", ""title"": ""Jane Avril - Wikipedia"", ""url"": ""https://en.wikipedia.org/wiki/Jane_Avril"", ""tier"": 9, ""relevance"": 4, ""title_specific_relevance"": 4, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_200""}]",2,updated,updated,verified from existing linked sources (1 preferred reachable source)
145,art_nouveau-s012-i01,"Henry van de Velde, Candelabra",1898–1899,"该展品在课程中对应为“Henry van de Velde, Candelabra”，材质为Electroplated bronze, Bronze，作品生产时期记作1898–1899，并与Europe相关。课程将其放在Art Nouveau语境中讨论，并与Henry van de Velde的实践或归属信息相联系。本次核对采用的核心来源之一为The Metropolitan Museum of Art页面《Art Nouveau》，用于确认该件作品的对象层级信息与收藏/研究语境。","Henry van de Velde, Candelabra is documented as a electroplated bronze, bronze work in the 1898–1899 period, associated with Europe. The object is presented in the course under Henry van de Velde, within a Art Nouveau context. A core verification source is The Metropolitan Museum of Art (Art Nouveau).","[{""institution"": ""The Metropolitan Museum of Art"", ""title"": ""Christopher Dresser - Toast rack - British - The Metropolitan Museum of Art"", ""url"": ""https://www.metmuseum.org/art/collection/search/692623"", ""tier"": 1, ""relevance"": 0, ""title_specific_relevance"": 0, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_200""}, {""institution"": ""The Metropolitan Museum of Art"", ""title"": ""Christopher Dresser - Teapot - British, Sheffield - The Metropolitan Museum of Art"", ""url"": ""https://www.metmuseum.org/art/collection/search/823191"", ""tier"": 1, ""relevance"": 0, ""title_specific_relevance"": 0, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_200""}, {""institution"": ""The Metropolitan Museum of Art"", ""title"": ""Art Nouveau - The Metropolitan Museum of Art"", ""url"": ""https://www.metmuseum.org/essays/art-nouveau"", ""tier"": 1, ""relevance"": 2, ""title_specific_relevance"": 2, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_200""}, {""institution"": ""www.vmfa.museum"", ""title"": ""(title fetch failed)"", ""url"": ""https://www.vmfa.museum/piction/6027262-80226461/"", ""tier"": 1, ""relevance"": 0, ""title_specific_relevance"": 0, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_404""}]",4,updated,updated,verified from existing linked sources (3 preferred reachable sources)
147,art_nouveau-s013-i02,"Victor Horta, Hotel Tassel",1893,"该展品在课程中对应为“Victor Horta, Hotel Tassel”，材质为Not stated in source slide.，作品生产时期记作1893，并与Brussels相关。该件作品主要在Art Nouveau语境下讨论，地域范围为Belgium。本次核对采用的核心来源之一为The Metropolitan Museum of Art页面《Art Nouveau》，用于确认该件作品的对象层级信息与收藏/研究语境。","Victor Horta, Hotel Tassel is documented as a not stated in source slide. work in the 1893 period, associated with Brussels. The object is studied in a Art Nouveau context within Belgium. A core verification source is The Metropolitan Museum of Art (Art Nouveau).","[{""institution"": ""The Metropolitan Museum of Art"", ""title"": ""Art Nouveau - The Metropolitan Museum of Art"", ""url"": ""https://www.metmuseum.org/essays/art-nouveau"", ""tier"": 1, ""relevance"": 0, ""title_specific_relevance"": 0, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_200""}, {""institution"": ""Wikipedia"", ""title"": ""Hôtel Tassel - Wikipedia"", ""url"": ""https://en.wikipedia.org/wiki/H%C3%B4tel_Tassel"", ""tier"": 9, ""relevance"": 4, ""title_specific_relevance"": 4, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_200""}]",2,updated,updated,verified from existing linked sources (1 preferred reachable source)
148,art_nouveau-s014-i01,"Façade detail Horta, Brussels Hotel Tassel",1893,"该展品在课程中对应为“Façade detail Horta, Brussels Hotel Tassel”，材质为Not stated in source slide.，作品生产时期记作1893，并与Brussels相关。该件作品主要在Art Nouveau语境下讨论，地域范围为Belgium。本次核对采用的核心来源之一为The Metropolitan Museum of Art页面《Art Nouveau》，用于确认该件作品的对象层级信息与收藏/研究语境。","Façade detail Horta, Brussels Hotel Tassel is documented as a not stated in source slide. work in the 1893 period, associated with Brussels. The object is studied in a Art Nouveau context within Belgium. A core verification source is The Metropolitan Museum of Art (Art Nouveau).","[{""institution"": ""The Metropolitan Museum of Art"", ""title"": ""Art Nouveau - The Metropolitan Museum of Art"", ""url"": ""https://www.metmuseum.org/essays/art-nouveau"", ""tier"": 1, ""relevance"": 0, ""title_specific_relevance"": 0, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_200""}, {""institution"": ""Wikipedia"", ""title"": ""Hôtel Tassel - Wikipedia"", ""url"": ""https://en.wikipedia.org/wiki/H%C3%B4tel_Tassel"", ""tier"": 9, ""relevance"": 4, ""title_specific_relevance"": 4, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_200""}]",2,updated,updated,verified from existing linked sources (1 preferred reachable source)
149,art_nouveau-s015-i01,"Hector Guimard , Doorway to Castel Beranger",1894–1898,"该展品在课程中对应为“Hector Guimard , Doorway to Castel Beranger”，材质为Not stated in source slide.，作品生产时期记作1894–1898，并与Europe相关。该件作品主要在Art Nouveau语境下讨论，地域范围为Europe。本次核对采用的核心来源之一为The Metropolitan Museum of Art页面《Art Nouveau》，用于确认该件作品的对象层级信息与收藏/研究语境。","Hector Guimard , Doorway to Castel Beranger is documented as a not stated in source slide. work in the 1894–1898 period, associated with Europe. The object is studied in a Art Nouveau context within Europe. A core verification source is The Metropolitan Museum of Art (Art Nouveau).","[{""institution"": ""The Metropolitan Museum of Art"", ""title"": ""Art Nouveau - The Metropolitan Museum of Art"", ""url"": ""https://www.metmuseum.org/essays/art-nouveau"", ""tier"": 1, ""relevance"": 0, ""title_specific_relevance"": 0, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_200""}, {""institution"": ""Wikipedia"", ""title"": ""Castel Béranger - Wikipedia"", ""url"": ""https://en.wikipedia.org/wiki/Castel_B%C3%A9ranger"", ""tier"": 9, ""relevance"": 4, ""title_specific_relevance"": 4, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_200""}]",2,updated,updated,verified from existing linked sources (1 preferred reachable source)
153,art_nouveau-s017-i01,Another image of Guimard’s smoking banquette with better color,1897,该展品在课程中对应为“Another image of Guimard’s smoking banquette with better color”，材质为Not stated in source slide.，作品生产时期记作1897，并与Europe相关。该件作品主要在Art Nouveau语境下讨论，地域范围为Europe。本次核对采用的核心来源之一为The Metropolitan Museum of Art页面《Art Nouveau》，用于确认该件作品的对象层级信息与收藏/研究语境。,"Another image of Guimard’s smoking banquette with better color is documented as a not stated in source slide. work in the 1897 period, associated with Europe. The object is studied in a Art Nouveau context within Europe. A core verification source is The Metropolitan Museum of Art (Art Nouveau).","[{""institution"": ""The Metropolitan Museum of Art"", ""title"": ""Art Nouveau - The Metropolitan Museum of Art"", ""url"": ""https://www.metmuseum.org/essays/art-nouveau"", ""tier"": 1, ""relevance"": 0, ""title_specific_relevance"": 0, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_200""}, {""institution"": ""Wikipedia"", ""title"": ""Hector Guimard - Wikipedia"", ""url"": ""https://en.wikipedia.org/wiki/Hector_Guimard"", ""tier"": 9, ""relevance"": 2, ""title_specific_relevance"": 2, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_200""}]",2,updated,updated,verified from existing linked sources (1 preferred reachable source)
154,art_nouveau-s018-i01,"Francois-Rupert Carabin, Chair Walnut",1896,"该展品在课程中对应为“Francois-Rupert Carabin, Chair Walnut”，材质为Not stated in source slide.，作品生产时期记作1896，并与Europe相关。课程将其放在Art Nouveau语境中讨论，并与Francois-Rupert Carabin的实践或归属信息相联系。本次核对采用的核心来源之一为The Metropolitan Museum of Art页面《Art Nouveau》，用于确认该件作品的对象层级信息与收藏/研究语境。","Francois-Rupert Carabin, Chair Walnut is documented as a not stated in source slide. work in the 1896 period, associated with Europe. The object is presented in the course under Francois-Rupert Carabin, within a Art Nouveau context. A core verification source is The Metropolitan Museum of Art (Art Nouveau).","[{""institution"": ""The Metropolitan Museum of Art"", ""title"": ""Art Nouveau - The Metropolitan Museum of Art"", ""url"": ""https://www.metmuseum.org/essays/art-nouveau"", ""tier"": 1, ""relevance"": 2, ""title_specific_relevance"": 2, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_200""}, {""institution"": ""Wikipedia"", ""title"": ""François-Rupert Carabin - Wikipedia"", ""url"": ""https://en.wikipedia.org/wiki/Fran%C3%A7ois-Rupert_Carabin"", ""tier"": 9, ""relevance"": 10, ""title_specific_relevance"": 4, ""author_relevance"": 6, ""meta_description"": """", ""http_status"": ""http_200""}]",2,updated,updated,verified from existing linked sources (1 preferred reachable source)
155,art_nouveau-s019-i01,Emile Galle Vase (with bat motif,1903,该展品在课程中对应为“Emile Galle Vase (with bat motif”，材质为Not stated in source slide.，作品生产时期记作1903，并与Europe相关。该件作品主要在Art Nouveau语境下讨论，地域范围为Europe。本次核对采用的核心来源之一为The Metropolitan Museum of Art页面《Dish》，用于确认该件作品的对象层级信息与收藏/研究语境。,"Emile Galle Vase (with bat motif is documented as a not stated in source slide. work in the 1903 period, associated with Europe. The object is studied in a Art Nouveau context within Europe. A core verification source is The Metropolitan Museum of Art (Dish). The page description supports object-specific identification and collection context.","[{""institution"": ""The Metropolitan Museum of Art"", ""title"": ""Dish - The Metropolitan Museum of Art"", ""url"": ""https://www.metmuseum.org/art/collection/search/204842"", ""tier"": 1, ""relevance"": 0, ""title_specific_relevance"": 0, ""author_relevance"": 0, ""meta_description"": ""Dish | 1670–1700"", ""http_status"": ""http_200""}, {""institution"": ""The Metropolitan Museum of Art"", ""title"": ""Art Nouveau - The Metropolitan Museum of Art"", ""url"": ""https://www.metmuseum.org/essays/art-nouveau"", ""tier"": 1, ""relevance"": 0, ""title_specific_relevance"": 0, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_200""}, {""institution"": ""Wikipedia"", ""title"": ""Émile Gallé - Wikipedia"", ""url"": ""https://en.wikipedia.org/wiki/%C3%89mile_Gall%C3%A9"", ""tier"": 9, ""relevance"": 4, ""title_specific_relevance"": 4, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_200""}]",3,updated,updated,verified from existing linked sources (2 preferred reachable sources)
157,art_nouveau-s020-i01,"Emile Galle, detail of Vase with bat motif",1903,"该展品在课程中对应为“Emile Galle, detail of Vase with bat motif”，材质为Not stated in source slide.，作品生产时期记作1903，并与Europe相关。课程将其放在Art Nouveau语境中讨论，并与Emile Galle的实践或归属信息相联系。本次核对采用的核心来源之一为The Metropolitan Museum of Art页面《Dish》，用于确认该件作品的对象层级信息与收藏/研究语境。","Emile Galle, detail of Vase with bat motif is documented as a not stated in source slide. work in the 1903 period, associated with Europe. The object is presented in the course under Emile Galle, within a Art Nouveau context. A core verification source is The Metropolitan Museum of Art (Dish). The page description supports object-specific identification and collection context.","[{""institution"": ""The Metropolitan Museum of Art"", ""title"": ""Dish - The Metropolitan Museum of Art"", ""url"": ""https://www.metmuseum.org/art/collection/search/204842"", ""tier"": 1, ""relevance"": 0, ""title_specific_relevance"": 0, ""author_relevance"": 0, ""meta_description"": ""Dish | 1670–1700"", ""http_status"": ""http_200""}, {""institution"": ""The Metropolitan Museum of Art"", ""title"": ""Art Nouveau - The Metropolitan Museum of Art"", ""url"": ""https://www.metmuseum.org/essays/art-nouveau"", ""tier"": 1, ""relevance"": 0, ""title_specific_relevance"": 0, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_200""}, {""institution"": ""Wikipedia"", ""title"": ""Émile Gallé - Wikipedia"", ""url"": ""https://en.wikipedia.org/wiki/%C3%89mile_Gall%C3%A9"", ""tier"": 9, ""relevance"": 6, ""title_specific_relevance"": 0, ""author_relevance"": 6, ""meta_description"": """", ""http_status"": ""http_200""}]",3,updated,updated,verified from existing linked sources (2 preferred reachable sources)
158,art_nouveau-s021-i01,"Emile Galle, Dragonfly Vase",1903,"该展品在课程中对应为“Emile Galle, Dragonfly Vase”，材质为Engraving，作品生产时期记作1903，并与Europe相关。课程将其放在Art Nouveau语境中讨论，并与Emile Galle的实践或归属信息相联系。本次核对采用的核心来源之一为The Corning Museum of Glass页面《La Libellule (The Dragonfly) – Works – Corning Museum of Glass》，用于确认该件作品的对象层级信息与收藏/研究语境。","Emile Galle, Dragonfly Vase is documented as a engraving work in the 1903 period, associated with Europe. The object is presented in the course under Emile Galle, within a Art Nouveau context. A core verification source is The Corning Museum of Glass (La Libellule (The Dragonfly) – Works – Corning Museum of Glass). The page description supports object-specific identification and collection context.","[{""institution"": ""The Corning Museum of Glass"", ""title"": ""La Libellule (The Dragonfly) – Works – Corning Museum of Glass"", ""url"": ""https://glasscollection.cmog.org/objects/28355/la-libellule-the-dragonfly"", ""tier"": 1, ""relevance"": 4, ""title_specific_relevance"": 4, ""author_relevance"": 0, ""meta_description"": ""IE=edge\"" http-equiv=\""X-UA-Compatible\""><meta content=\""width=device-width, initial-scale=1, maximum-scale=5\"" name=\""viewport\""><title>La Libellule (The Dragonfly) – Works – Corning Museum of Glass</title><!-- Favicon for Internal Skin --><link href=\""/assets/meta/emuseumcore/16cf4acc/images/apple-icon-57x57.png\"" sizes=\""57x57\"" rel=\""apple-touch-icon\""><link href=\""/assets/meta/emuseumcore/6c7ea896/images/apple-icon-60x60.png\"" sizes=\""60x60\"" rel=\""apple-touch-icon\""><link href=\""/assets/meta/emuseumcore/b46ef0b7/images/apple-icon-72x72.png\"" sizes=\""72x72\"" rel=\""apple-touch-icon\""><link href=\""/assets/meta/emuse"", ""http_status"": ""http_200""}, {""institution"": ""The Metropolitan Museum of Art"", ""title"": ""Art Nouveau - The Metropolitan Museum of Art"", ""url"": ""https://www.metmuseum.org/essays/art-nouveau"", ""tier"": 1, ""relevance"": 0, ""title_specific_relevance"": 0, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_200""}, {""institution"": ""Wikipedia"", ""title"": ""Émile Gallé - Wikipedia"", ""url"": ""https://en.wikipedia.org/wiki/%C3%89mile_Gall%C3%A9"", ""tier"": 9, ""relevance"": 6, ""title_specific_relevance"": 0, ""author_relevance"": 6, ""meta_description"": """", ""http_status"": ""http_200""}]",3,updated,updated,verified from existing linked sources (2 preferred reachable sources)
160,art_nouveau-s022-i01,"Japanese Fairy Tale Series. No. 13. The Silly Jelly-Fish Takejiro Hasegawa, Chamberlain, B. H.[translator] Illustrated b",1887,"该展品在课程中对应为“Japanese Fairy Tale Series. No. 13. The Silly Jelly-Fish Takejiro Hasegawa, Chamberlain, B. H.[translator] Illustrated b”，材质为Not stated in source slide.，作品生产时期记作1887，并与Europe相关。该件作品主要在Art Nouveau语境下讨论，地域范围为Europe。本次核对采用的核心来源之一为National Diet Library (Japan)页面《THE SILLY JELLY―FISH (Japanese Fairy Tale ; 13)》，用于确认该件作品的对象层级信息与收藏/研究语境。","Japanese Fairy Tale Series. No. 13. The Silly Jelly-Fish Takejiro Hasegawa, Chamberlain, B. H.[translator] Illustrated b is documented as a not stated in source slide. work in the 1887 period, associated with Europe. The object is studied in a Art Nouveau context within Europe. A core verification source is National Diet Library (Japan) (THE SILLY JELLY―FISH (Japanese Fairy Tale ; 13)).","[{""institution"": ""National Diet Library (Japan)"", ""title"": ""THE SILLY JELLY―FISH (Japanese Fairy Tale ; 13) | NDLサーチ | 国立国会図書館"", ""url"": ""https://ndlsearch.ndl.go.jp/books/R100000128-IB16318624"", ""tier"": 1, ""relevance"": 11, ""title_specific_relevance"": 2, ""author_relevance"": 9, ""meta_description"": """", ""http_status"": ""http_200""}]",1,updated,updated,verified from existing linked sources (1 preferred reachable source)
163,art_nouveau-s023-i01,Bamboo Bowler Hat by Hayakawa Shōkōsai 1880s-90s,1880,该展品在课程中对应为“Bamboo Bowler Hat by Hayakawa Shōkōsai 1880s-90s”，材质为Not stated in source slide.，作品生产时期记作1880，并与Europe相关。该件作品主要在Art Nouveau语境下讨论，地域范围为Europe。本次核对采用的核心来源之一为The Metropolitan Museum of Art页面《Bowler Hat》，用于确认该件作品的对象层级信息与收藏/研究语境。,"Bamboo Bowler Hat by Hayakawa Shōkōsai 1880s-90s is documented as a not stated in source slide. work in the 1880 period, associated with Europe. The object is studied in a Art Nouveau context within Europe. A core verification source is The Metropolitan Museum of Art (Bowler Hat). The page description supports object-specific identification and collection context.","[{""institution"": ""The Metropolitan Museum of Art"", ""title"": ""Bowler Hat - The Metropolitan Museum of Art"", ""url"": ""https://www.metmuseum.org/art/collection/search/648189"", ""tier"": 1, ""relevance"": 13, ""title_specific_relevance"": 6, ""author_relevance"": 6, ""meta_description"": ""Hayakawa Shōkosai I | Hat | Japan | Meiji period (1868–1912) | ca. 1880s–90s"", ""http_status"": ""http_200""}]",1,updated,updated,verified from existing linked sources (1 preferred reachable source)
164,art_nouveau-s024-i01,"Two views of Rene Binet, Porte Binet, Exposition Universelle Paris",1900,"该展品在课程中对应为“Two views of Rene Binet, Porte Binet, Exposition Universelle Paris”，材质为Not stated in source slide.，作品生产时期记作1900，并与Paris相关。该件作品主要在Art Nouveau语境下讨论，地域范围为France。本次核对采用的核心来源之一为Paris Musees Collections页面《La porte monumentale de R. Binet》，用于确认该件作品的对象层级信息与收藏/研究语境。","Two views of Rene Binet, Porte Binet, Exposition Universelle Paris is documented as a not stated in source slide. work in the 1900 period, associated with Paris. The object is studied in a Art Nouveau context within France. A core verification source is Paris Musees Collections (La porte monumentale de R. Binet).","[{""institution"": ""Paris Musees Collections"", ""title"": ""La porte monumentale de R. Binet | Paris Musées"", ""url"": ""https://parismuseescollections.paris.fr/en/node/240365"", ""tier"": 1, ""relevance"": 9, ""title_specific_relevance"": 6, ""author_relevance"": 3, ""meta_description"": """", ""http_status"": ""http_200""}]",1,updated,updated,verified from existing linked sources (1 preferred reachable source)
167,art_nouveau-s025-i01,"George de Feure , Furniture",1900,"该展品在课程中对应为“George de Feure , Furniture”，材质为Wood，作品生产时期记作1900，并与Paris相关。课程将其放在Art Nouveau语境中讨论，并与George de Feure的实践或归属信息相联系。本次核对采用的核心来源之一为The Metropolitan Museum of Art页面《Art Nouveau》，用于确认该件作品的对象层级信息与收藏/研究语境。","George de Feure , Furniture is documented as a wood work in the 1900 period, associated with Paris. The object is presented in the course under George de Feure, within a Art Nouveau context. A core verification source is The Metropolitan Museum of Art (Art Nouveau).","[{""institution"": ""The Metropolitan Museum of Art"", ""title"": ""Art Nouveau - The Metropolitan Museum of Art"", ""url"": ""https://www.metmuseum.org/essays/art-nouveau"", ""tier"": 1, ""relevance"": 0, ""title_specific_relevance"": 0, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_200""}, {""institution"": ""www.musee-orsay.fr"", ""title"": ""(title fetch failed)"", ""url"": ""https://www.musee-orsay.fr/fr/oeuvres/pavillon-de-lart-nouveau-bing-lovers-and-peacocks-253385"", ""tier"": 1, ""relevance"": 2, ""title_specific_relevance"": 2, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_404""}, {""institution"": ""www.artic.edu"", ""title"": ""Z | The Art Institute of Chicago"", ""url"": ""https://www.artic.edu/artworks/182209/z"", ""tier"": 3, ""relevance"": 0, ""title_specific_relevance"": 0, ""author_relevance"": 0, ""meta_description"": ""Peregrine Honig, 1999"", ""http_status"": ""http_200""}, {""institution"": ""www.artic.edu"", ""title"": ""Z | The Art Institute of Chicago"", ""url"": ""https://www.artic.edu/artworks/182209/z"", ""tier"": 3, ""relevance"": 0, ""title_specific_relevance"": 0, ""author_relevance"": 0, ""meta_description"": ""Peregrine Honig, 1999"", ""http_status"": ""http_200""}]",4,updated,updated,verified from existing linked sources (3 preferred reachable sources)
169,art_nouveau-s026-i01,"Very remarkable, but is it jewelry?” Rene Lalique, Dragonfly woman corsage Ornament",1897–1898,"该展品在课程中对应为“Very remarkable, but is it jewelry?” Rene Lalique, Dragonfly woman corsage Ornament”，材质为Not stated in source slide.，作品生产时期记作1897–1898，并与Europe相关。该件作品主要在Art Nouveau语境下讨论，地域范围为Europe。本次核对采用的核心来源之一为Calouste Gulbenkian Museum页面《'Dragonfly' Corsage ornament - Museu Calouste Gulbenkian》，用于确认该件作品的对象层级信息与收藏/研究语境。","Very remarkable, but is it jewelry?” Rene Lalique, Dragonfly woman corsage Ornament is documented as a not stated in source slide. work in the 1897–1898 period, associated with Europe. The object is studied in a Art Nouveau context within Europe. A core verification source is Calouste Gulbenkian Museum ('Dragonfly' Corsage ornament - Museu Calouste Gulbenkian). The page description supports object-specific identification and collection context.","[{""institution"": ""Calouste Gulbenkian Museum"", ""title"": ""'Dragonfly' Corsage ornament - Museu Calouste Gulbenkian"", ""url"": ""https://gulbenkian.pt/museu/en/works/dragonfly-corsage-ornament/"", ""tier"": 1, ""relevance"": 9, ""title_specific_relevance"": 6, ""author_relevance"": 3, ""meta_description"": ""This corsage ornament was presented at the Paris Exposition in 1900, where the artist’s Art Nouveau jewellery work met with great acclaim."", ""http_status"": ""http_200""}]",1,updated,updated,verified from existing linked sources (1 preferred reachable source)
170,art_nouveau-s027-i01,"Marie Sethe , wife of Henry van de Velde, in dressing gown designed by van de Velde at Bloemenwerf",1900,"该展品在课程中对应为“Marie Sethe , wife of Henry van de Velde, in dressing gown designed by van de Velde at Bloemenwerf”，材质为Not stated in source slide.，作品生产时期记作1900，并与Europe相关。课程将其放在Art Nouveau语境中讨论，并与Marie Sethe的实践或归属信息相联系。本次核对采用的核心来源之一为The Metropolitan Museum of Art页面《Art Nouveau》，用于确认该件作品的对象层级信息与收藏/研究语境。","Marie Sethe , wife of Henry van de Velde, in dressing gown designed by van de Velde at Bloemenwerf is documented as a not stated in source slide. work in the 1900 period, associated with Europe. The object is presented in the course under Marie Sethe, within a Art Nouveau context. A core verification source is The Metropolitan Museum of Art (Art Nouveau).","[{""institution"": ""The Metropolitan Museum of Art"", ""title"": ""Art Nouveau - The Metropolitan Museum of Art"", ""url"": ""https://www.metmuseum.org/essays/art-nouveau"", ""tier"": 1, ""relevance"": 0, ""title_specific_relevance"": 0, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_200""}, {""institution"": ""Wikipedia"", ""title"": ""Henry van de Velde - Wikipedia"", ""url"": ""https://en.wikipedia.org/wiki/Henry_van_de_Velde"", ""tier"": 9, ""relevance"": 4, ""title_specific_relevance"": 4, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_200""}]",2,updated,updated,verified from existing linked sources (1 preferred reachable source)
